ident,type,name,coordinates,elevation_ft,continent,iso_country,iso_region,municipality,gps_code,iata_code,local_code
FYOA,medium_airport,Ondangwa Airport,"15.9526, -17.878201",3599,AF,NA,NA-ON,Ondangwa,FYOA,OND,
FYOE,small_airport,Omega Airport,"22.189699, -18.0303",3346,AF,NA,NA-KE,Omega,FYOE,OMG,
FYOG,medium_airport,Oranjemund Airport,"16.446699142456055, -28.584699630737305",14,AF,NA,NA-KA,Oranjemund,FYOG,OMD,
FYOO,small_airport,Okaukuejo Airport,"15.91189956665039, -19.149200439453125",3911,AF,NA,NA-KU,Okaukuejo,FYOO,OKF,
FYOP,small_airport,Opuwa Airport,"13.85047, -18.061424",3770,AF,NA,NA-KU,Opuwa,FYOP,OPW,
FYOS,small_airport,Oshakati Airport,"15.6993, -17.797",3616,AF,NA,NA-ON,Oshakati,FYOS,OHI,
FYOW,small_airport,Otjiwarongo Airport,"16.660800933838, -20.434700012207",4859,AF,NA,NA-OH,Otjiwarongo,FYOW,OTJ,
FYRU,medium_airport,Rundu Airport,"19.719400405884, -17.956499099731",3627,AF,NA,NA-KE,Rundu,FYRU,NDU,
FYSA,small_airport,Skorpion Mine Airport,"16.6478004456, -27.8763999939",1870,AF,NA,NA-KA,Rosh Pinah,FYSA,RHN,
FYSM,small_airport,Swakopmund Airport,"14.568099975586, -22.66189956665",207,AF,NA,NA-ER,Swakopmund,FYSM,SWP,
FYSS,small_airport,Sesriem Airstrip,"15.746700286865, -24.512800216675",2454,AF,NA,NA-HA,,FYSS,SZM,
FYTE,small_airport,Terrace Bay Airport,"13.0249, -19.9713",32,AF,NA,NA-KU,Terrace Bay,FYTE,TCY,
FYTM,medium_airport,Tsumeb Airport,"17.732500076294, -19.26189994812",4353,AF,NA,NA-OT,Tsumeb,FYTM,TSB,
FYWB,medium_airport,Walvis Bay Airport,"14.6453, -22.9799",299,AF,NA,NA-ER,Walvis Bay,FYWB,WVB,
FYWE,medium_airport,Eros Airport,"17.080400466918945, -22.612199783325195",5575,AF,NA,NA-KH,Windhoek,FYWE,ERS,
FYWH,medium_airport,Hosea Kutako International Airport,"17.4709, -22.4799",5640,AF,NA,NA-KH,Windhoek,FYWH,WDH,
FZAA,medium_airport,Ndjili International Airport,"15.4446001053, -4.38574981689",1027,AF,CD,CD-KN,Kinshasa,FZAA,FIH,
FZAB,medium_airport,Ndolo Airport,"15.327500343323, -4.32666015625",915,AF,CD,CD-KN,N'dolo,FZAB,NLO,
FZAG,small_airport,Muanda Airport,"12.351799964904785, -5.9308600425720215",89,AF,CD,CD-BC,,FZAG,MNB,
FZAJ,small_airport,Boma Airport,"13.064000129699707, -5.854000091552734",26,AF,CD,CD-BC,Boma,FZAJ,BOA,
FZAL,small_airport,Luozi Airport,"14.133000373840332, -4.949999809265137",722,AF,CD,CD-BC,Luozi,FZAL,LZI,
FZAM,small_airport,Tshimpi Airport,"13.440400123596191, -5.799610137939453",1115,AF,CD,CD-BC,Matadi,FZAM,MAT,
FZAR,small_airport,N'Kolo-Fuma Airport,"14.8169, -5.421",1476,AF,CD,CD-BC,N'Kolo-Fuma,FZAR,NKL,
FZBA,small_airport,Inongo Airport,"18.28580093383789, -1.947219967842102",1040,AF,CD,CD-BN,Inongo,FZBA,INO,
FZBI,small_airport,Nioki Airport,"17.68470001220703, -2.7174999713897705",1043,AF,CD,CD-BN,Nioki,FZBI,NIO,
FZBO,medium_airport,Bandundu Airport,"17.38170051574707, -3.3113200664520264",1063,AF,CD,CD-BN,,FZBO,FDU,
FZBT,small_airport,Basango Mboliasa Airport,"19.02400016784668, -1.434999942779541",1013,AF,CD,CD-BN,Kiri,FZBT,KRZ,
FZCA,medium_airport,Kikwit Airport,"18.785600662231445, -5.035769939422607",1572,AF,CD,CD-BN,,FZCA,KKW,
FZCB,small_airport,Idiofa Airport,"19.600000381469727, -5",2299,AF,CD,CD-BN,Idiofa,FZCB,IDF,
FZCE,small_airport,Lusanga Airport,"18.716999053955078, -4.800000190734863",1365,AF,CD,CD-BN,Lusanga,FZCE,LUS,
FZCV,small_airport,Masi Manimba Airport,"17.850000381469727, -4.7829999923706055",1952,AF,CD,CD-BN,Masi Manimba,FZCV,MSM,
FZEA,medium_airport,Mbandaka Airport,"18.2887001038, 0.0226000007242",1040,AF,CD,CD-EQ,Mbandaka,FZEA,MDK,
FZEN,small_airport,Basankusu Airport,"19.78890037536621, 1.2247200012207031",1217,AF,CD,CD-EQ,Basankusu,FZEN,BSU,
FZFA,small_airport,Libenge Airport,"18.632999420166016, 3.632999897003174",1125,AF,CD,CD-EQ,Libenge,FZFA,LIE,
FZFD,medium_airport,Gbadolite Airport,"20.975299835205078, 4.253210067749023",1509,AF,CD,CD-EQ,,FZFD,BDT,
FZFK,medium_airport,Gemena Airport,"19.771299362199997, 3.2353699207299997",1378,AF,CD,CD-EQ,Gemena,FZFK,GMA,
FZFP,small_airport,Kotakoli Airport,"21.65089988708496, 4.157639980316162",1801,AF,CD,CD-EQ,,FZFP,KLI,
FZFU,small_airport,Bumbar Airport,"22.481700897216797, 2.1827800273895264",,AF,CD,CD-EQ,Bumbar,FZFU,BMB,
FZGA,medium_airport,Lisala Airport,"21.49690055847168, 2.1706600189208984",1509,AF,CD,CD-EQ,,FZGA,LIQ,
FZGN,small_airport,Boende Airport,"20.850000381469727, -0.21699999272823334",1168,AF,CD,CD-EQ,Boende,FZGN,BNB,
FZGV,small_airport,Ikela Airport,"23.372501, -1.048109",1283,AF,CD,CD-EQ,Ikela,FZGV,IKL,
FZIC,medium_airport,Bangoka International Airport,"25.3379993439, 0.481638997793",1417,AF,CD,CD-OR,Kisangani,FZIC,FKI,
FZIR,small_airport,Yangambi Airport,"24.466999053955078, 0.7829999923706055",1378,AF,CD,CD-OR,Yangambi,FZIR,YAN,
FZJH,medium_airport,Matari Airport,"27.588300704956055, 2.8276100158691406",2438,AF,CD,CD-OR,,FZJH,IRP,
FZKA,medium_airport,Bunia Airport,"30.220800399780273, 1.5657199621200562",4045,AF,CD,CD-OR,,FZKA,BUX,
FZKJ,medium_airport,Buta Zega Airport,"24.793699264526367, 2.818350076675415",1378,AF,CD,CD-OR,,FZKJ,BZU,
FZMA,medium_airport,Bukavu Kavumu Airport,"28.808799743652344, -2.3089799880981445",5643,AF,CD,CD-SK,,FZMA,BKY,
FZMB,small_airport,Rughenda Airfield,"29.312992, 0.117142",5757,AF,CD,CD-NK,Butembo,FZMB,RUE,
FZNA,medium_airport,Goma International Airport,"29.238500595092773, -1.6708099842071533",5089,AF,CD,CD-NK,Goma,FZNA,GOM,
FZNP,small_airport,Beni Airport,"29.473899841308594, 0.574999988079071",3517,AF,CD,CD-NK,Beni,FZNP,BNC,
FZOA,medium_airport,Kindu Airport,"25.915399551399997, -2.91917991638",1630,AF,CD,CD-MA,Kindu,FZOA,KND,
FZOD,small_airport,Kinkungwa Airport,"26.733999252319336, -2.578000068664551",1808,AF,CD,CD-MA,Kalima,FZOD,KLY,
FZOP,small_airport,Punia Airport,"26.33300018310547, -1.3669999837875366",1742,AF,CD,CD-MA,Punia,FZOP,PUN,
FZQA,medium_airport,Lubumbashi International Airport,"27.5308990479, -11.5913000107",4295,AF,CD,CD-KA,Lubumbashi,FZQA,FBM,
FZQC,small_airport,Pweto Airport,"28.882999420166016, -8.467000007629395",3425,AF,CD,CD-KA,Pweto,FZQC,PWO,
FZQG,small_airport,Kasenga Airport,"28.632999420166016, -10.350000381469727",3146,AF,CD,CD-KA,Kasenga,FZQG,KEC,
FZQM,medium_airport,Kolwezi Airport,"25.505699157714844, -10.765899658203125",5007,AF,CD,CD-KA,,FZQM,KWZ,
FZRA,small_airport,Manono Airport,"27.394399642944336, -7.2888898849487305",2077,AF,CD,CD-KA,Manono,FZRA,MNO,
FZRB,small_airport,Moba Airport,"29.783000946044922, -7.066999912261963",2953,AF,CD,CD-KA,Moba,FZRB,BDV,
FZRF,medium_airport,Kalemie Airport,"29.25, -5.8755598068237305",2569,AF,CD,CD-KA,,FZRF,FMI,
FZRM,small_airport,Kabalo Airport,"26.91699981689453, -6.083000183105469",1840,AF,CD,CD-KA,Kabalo,FZRM,KBO,
FZRQ,small_airport,Kongolo Airport,"26.989999771118164, -5.394440174102783",1850,AF,CD,CD-KA,Kongolo,FZRQ,KOO,
FZSA,medium_airport,Kamina Base Airport,"25.252899169921875, -8.642020225524902",3543,AF,CD,CD-KA,,FZSA,KMN,
FZSK,small_airport,Kapanga Airport,"22.58300018310547, -8.350000381469727",3025,AF,CD,CD-KA,Kapanga,FZSK,KAP,
FZTK,small_airport,Kaniama Airport,"24.149999618530273, -7.583000183105469",2772,AF,CD,CD-KA,Kaniama,FZTK,KNM,
FZUA,medium_airport,Kananga Airport,"22.4692001343, -5.90005016327",2139,AF,CD,CD-KW,Kananga,FZUA,KGA,
FZUG,small_airport,Luiza Airport,"22.399999618530273, -7.183000087738037",2890,AF,CD,CD-KW,Luiza,FZUG,LZA,
FZUK,small_airport,Tshikapa Airport,"20.794700622558594, -6.438330173492432",1595,AF,CD,CD-KW,Tshikapa,FZUK,TSH,
FZVA,small_airport,Lodja Airport,"23.450000762939453, -3.4170000553131104",1647,AF,CD,CD-KE,Lodja,FZVA,LJA,
FZVI,small_airport,Lusambo Airport,"23.378299713134766, -4.961669921875",1407,AF,CD,CD-KE,Lusambo,FZVI,LBO,
FZVM,small_airport,Mweka Airport,"21.549999237060547, -4.849999904632568",1968,AF,CD,CD-KW,Mweka,FZVM,MEW,
FZVR,small_airport,Basongo Airport,"20.414891, -4.315802",1640,AF,CD,CD-KW,Basongo,FZVR,BAN,
FZVS,small_airport,Ilebo Airport,"20.590124, -4.329919",1450,AF,CD,CD-KW,Ilebo,FZVS,PFR,
FZWA,medium_airport,Mbuji Mayi Airport,"23.569000244099996, -6.121240139010001",2221,AF,CD,CD-KE,Mbuji Mayi,FZWA,MJM,
FZWC,small_airport,Gandajika Airport,"23.950000762939453, -6.732999801635742",2618,AF,CD,CD-KE,Gandajika,FZWC,GDJ,
FZWT,small_airport,Tunta Airport,"24.4829998016, -6.132999897",2766,AF,CD,CD-KE,Kabinda,FZWT,KBN,
GA-AKE,small_airport,Akieni Airport,"13.9035997391, -1.13967001438",1660,AF,GA,GA-2,Akieni,FOGA,AKE,
GA-GAX,small_airport,Gamba Airport,"9.960619926452637, -2.71016001701355",73,AF,GA,GA-8,Gamba,,GAX,
GAB,small_airport,Gabbs Airport,"-117.958999634, 38.924098968500005",4700,NA,US,US-NV,Gabbs,KGAB,GAB,GAB
GABS,medium_airport,Senou Airport,"-7.949940204620361, 12.533499717712402",1247,AF,ML,ML-2,Senou,GABS,BKO,
GAGM,small_airport,Goundam Airport,"-3.599720001220703, 16.361400604248047",866,AF,ML,ML-6,Goundam,GAGM,GUD,
GAGO,medium_airport,Gao Airport,"-0.005456000100821257, 16.24839973449707",870,AF,ML,ML-7,,GAGO,GAQ,
GAKA,small_airport,Kenieba Airport,"-11.25, 12.833000183105469",449,AF,ML,ML-1,Kenieba,GAKA,KNZ,
GAKO,small_airport,Koutiala Airport,"-5.4670000076293945, 12.383000373840332",1240,AF,ML,ML-3,Koutiala,GAKO,KTX,
GAKY,medium_airport,Kayes Dag Dag Airport,"-11.404399871826172, 14.481200218200684",164,AF,ML,ML-1,,GAKY,KYS,
GAMB,medium_airport,Mopti Airport,"-4.0795598030099995, 14.5128002167",906,AF,ML,ML-5,,GAMB,MZI,
GANK,small_airport,Nara Airport,"-7.267000198364258, 15.217000007629395",889,AF,ML,ML-2,Nara,GANK,NRM,
GANR,small_airport,Nioro du Sahel Airport,"-9.576109886169434, 15.238100051879883",778,AF,ML,ML-1,Nioro du Sahel,GANR,NIX,
GASK,small_airport,Sikasso Airport,"-5.699999809265137, 11.333000183105469",1378,AF,ML,ML-3,Sikasso,GASK,KSS,
GATB,medium_airport,Timbuktu Airport,"-3.007580041885376, 16.730499267578125",863,AF,ML,ML-7,Timbuktu,GATB,TOM,
GAYE,small_airport,Yélimané Airport,"-10.567000389099121, 15.133000373840332",325,AF,ML,ML-1,Yélimané,GAYE,EYL,
GAZ,small_airport,Guasopa Airport,"152.944352, -9.225918",10,OC,PG,PG-MBA,Woodlark (Muyua) Island,AYGJ,GAZ,GPA
GB-DOC,small_airport,Dornoch Airfield,"-4.023, 57.868999",1,EU,GB,GB-SCT,Dornoch,EGZJ,DOC,
GB-FLH,small_airport,Flotta Isle Airport,"-3.1427800655365, 58.825801849365",50,EU,GB,GB-SCT,Flotta Isle,EGZR,FLH,
GB-FOA,small_airport,Foula Airport,"-2.053202, 60.121725",150,EU,GB,GB-SCT,Foula,EGFO,FOA,
GB-OUK,medium_airport,Outer Skerries Airport,"-0.75, 60.4252",76,EU,GB,GB-SCT,Grunay Island,EGOU,OUK,
GB-PSV,small_airport,Papa Stour Airport,"-1.6930600404739, 60.321701049805",,EU,GB,GB-SCT,Papa Stour Island,EGSZ,PSV,
GBM,small_airport,Garbaharey Airport,"42.21309, 3.32294",755,AF,SO,SO-GE,Garbaharey,,GBM,
GBYD,medium_airport,Banjul International Airport,"-16.65220069885254, 13.338000297546387",95,AF,GM,GM-W,Banjul,GBYD,BJL,
GCFV,medium_airport,Fuerteventura Airport,"-13.863800048828125, 28.452699661254883",85,EU,ES,ES-CN,Fuerteventura Island,GCFV,FUE,
GCGM,small_airport,La Gomera Airport,"-17.214599609375, 28.029600143432617",716,EU,ES,ES-CN,"Alajero, La Gomera Island",GCGM,GMZ,
GCHI,medium_airport,Hierro Airport,"-17.887100219726562, 27.814800262451172",103,EU,ES,ES-CN,El Hierro Island,GCHI,VDE,
GCLA,medium_airport,La Palma Airport,"-17.755599975585938, 28.62649917602539",107,EU,ES,ES-CN,"Sta Cruz de la Palma, La Palma Island",GCLA,SPC,
GCLP,large_airport,Gran Canaria Airport,"-15.38659954071045, 27.931900024414062",78,EU,ES,ES-CN,Gran Canaria Island,GCLP,LPA,
GCRR,medium_airport,Lanzarote Airport,"-13.605199813842773, 28.945499420166016",46,EU,ES,ES-CN,Lanzarote Island,GCRR,ACE,
GCTS,large_airport,Tenerife South Airport,"-16.5725002289, 28.044500351",209,EU,ES,ES-CN,Tenerife Island,GCTS,TFS,
GCV,small_airport,Gravatai Airport,"-50.98505, -29.9494",25,SA,BR,BR-RS,Gravatai,,GCV,
GCXO,large_airport,Tenerife Norte Airport,"-16.3414993286, 28.4827003479",2076,EU,ES,ES-CN,Tenerife Island,GCXO,TFN,
GEML,medium_airport,Melilla Airport,"-2.9562599659, 35.279800415",156,EU,ES,ES-ML,Melilla,GEML,MLN,
GEW,small_airport,Gewoia Airport,"148.4949, -9.2263",340,OC,PG,PG-NPP,Gewoia,AYGC,GEW,GEW
GFBN,medium_airport,Sherbro International Airport,"-12.518899917602539, 7.5324201583862305",14,AF,SL,SL-S,Bonthe,GFBN,BTE,
GFBO,medium_airport,Bo Airport,"-11.76099967956543, 7.944399833679199",328,AF,SL,SL-S,Bo,GFBO,KBS,
GFD,small_airport,Pope Field,"-85.7360992432, 39.790298461899994",895,NA,US,US-IN,Greenfield,KGFD,GFD,GFD
GFGK,small_airport,Gbangbatok Airport,"-12.383000373840332, 7.767000198364258",75,AF,SL,SL-S,Gbangbatok,GFGK,GBK,
GFHA,small_airport,Hastings Airport,"-13.12909984588623, 8.397130012512207",60,AF,SL,SL-W,Freetown,GFHA,HGS,
GFKB,small_airport,Kabala Airport,"-11.5155601501, 9.638322913429999",1012,AF,SL,SL-N,Kabala,GFKB,KBA,
GFKE,medium_airport,Kenema Airport,"-11.176600456237793, 7.891290187835693",485,AF,SL,SL-E,Kenema,GFKE,KEN,
GFLL,medium_airport,Lungi International Airport,"-13.195500373840332, 8.616439819335938",84,AF,SL,SL-N,Freetown,GFLL,FNA,
GFYE,medium_airport,Yengema Airport,"-11.04539966583252, 8.610469818115234",1300,AF,SL,SL-E,Yengema,GFYE,WYE,
GGBU,small_airport,Bubaque Airport,"-15.838079452514648, 11.297355651855469",,AF,GW,GW-BL,Bubaque,GGBU,BQE,
GGOV,medium_airport,Osvaldo Vieira International Airport,"-15.65369987487793, 11.894800186157227",129,AF,GW,GW-BS,Bissau,GGOV,OXB,
GHE,small_airport,Garachiné Airport,"-78.3673, 8.0644",42,NA,PA,PA-5,Garachiné,,GHE,
GLBU,small_airport,Buchanan Airport,"-9.283470153808594, 5.16765022277832",41,AF,LR,LR-SI,Buchanan,GLBU,UCN,
GLCP,small_airport,Cape Palmas Airport,"-7.6969499588012695, 4.3790202140808105",20,AF,LR,LR-MY,Harper,GLCP,CPA,
GLGE,small_airport,Greenville Sinoe Airport,"-9.066800117492676, 5.0343098640441895",10,AF,LR,LR-SI,Greenville,GLGE,SNI,
GLLB,small_airport,Lamco Airport,"-10.050000190734863, 5.867000102996826",30,AF,LR,LR-GB,Buchanan,GLLB,UCN,
GLMR,medium_airport,Spriggs Payne Airport,"-10.758700370788574, 6.289060115814209",25,AF,LR,LR-MO,Monrovia,GLMR,MLW,
GLNA,small_airport,Nimba Airport,"-8.600000381469727, 7.5",1632,AF,LR,LR-NI,Nimba,GLNA,NIA,
GLP,small_airport,Gulgubip Airport,"141.5411, -5.2808",4900,OC,PG,PG-WHM,Gulgubip,AYUP,GLP,GUP
GLRB,medium_airport,Roberts International Airport,"-10.362299919128418, 6.233789920806885",31,AF,LR,LR-MG,Monrovia,GLRB,ROB,
GLST,small_airport,Sasstown Airport,"-8.433333396911621, 4.6666669845581055",6,AF,LR,LR-GK,Sasstown,GLST,SAZ,
GLTN,small_airport,Tchien Airport,"-8.138723373413086, 6.045650482177734",790,AF,LR,LR-GG,Tchien,GLTN,THC,
GLVA,small_airport,Voinjama Airport,"-9.767000198364258, 8.399999618530273",1400,AF,LR,LR-LO,Voinjama,GLVA,VOI,
GMAD,medium_airport,Al Massira Airport,"-9.413069725036621, 30.325000762939453",250,AF,MA,MA-AGD,Agadir,GMAD,AGA,
GMAT,medium_airport,Tan Tan Airport,"-11.161299705505371, 28.448200225830078",653,AF,MA,MA-TNT,Tan Tan,GMAT,TTA,
GMAZ,small_airport,Zagora Airport,"-5.86667013168, 30.3202991486",2631,AF,MA,MA-TIZ,Zagora,GMAZ,OZG,
GMFB,medium_airport,Bouarfa Airport,"-1.98305555556, 32.5143055556",3630,AF,MA,MA-FIG,Bouarfa,GMFB,UAR,
GMFF,medium_airport,Saïss Airport,"-4.977960109709999, 33.9272994995",1900,AF,MA,MA-FES,Fes,GMFF,FEZ,
GMFK,medium_airport,Moulay Ali Cherif Airport,"-4.39833021164, 31.9475002289",3428,AF,MA,MA-ERR,Errachidia,GMFK,ERH,
GMFM,medium_airport,Bassatine Airport,"-5.515120029449463, 33.87910079956055",1890,AF,MA,MA-MEK,Meknes,GMFM,MEK,
GMFO,medium_airport,Angads Airport,"-1.92399001121521, 34.787200927734375",1535,AF,MA,MA-OUJ,Oujda,GMFO,OUD,
GMMA,medium_airport,Smara Airport,"-11.6847, 26.7318",350,AF,EH,EH-U-A,Smara,GMMA,SMW,
GMMB,small_airport,Ben Slimane Airport,"-7.22145, 33.655399",627,AF,MA,MA-CAS,Ben Slimane,GMMB,GMD,
GMMD,small_airport,Beni Mellal Airport,"-6.315905, 32.401895",1694,AF,MA,MA-AZI,,GMMD,BEM,
GMME,medium_airport,Rabat-Salé Airport,"-6.75152, 34.051498",276,AF,MA,MA-RBA,Rabat,GMME,RBA,
GMMF,small_airport,Sidi Ifni Xx Airport,"-10.187800407409668, 29.36669921875",190,AF,MA,MA-BAH,Sidi Ifni,GMMF,SII,
GMMH,medium_airport,Dakhla Airport,"-15.932, 23.7183",36,AF,EH,EH-U-A,Dakhla,GMMH,VIL,
GMMI,small_airport,Mogador Airport,"-9.6816701889, 31.3974990845",384,AF,MA,MA-ESI,Essaouira,GMMI,ESU,
GMML,medium_airport,Hassan I Airport,"-13.2192, 27.151699",207,AF,EH,EH-U-A,El Aaiún,GMML,EUN,
GMMN,large_airport,Mohammed V International Airport,"-7.589970111846924, 33.36750030517578",656,AF,MA,MA-CAS,Casablanca,GMMN,CMN,
GMMS,small_airport,Safi Airport,"-9.233329772949219, 32.28329849243164",171,AF,MA,MA-TIZ,Safi,GMMS,SFI,
GMMW,medium_airport,Nador International Airport,"-3.0282099247, 34.988800048799995",574,AF,MA,MA-NAD,Nador,GMMW,NDR,
GMMX,medium_airport,Menara Airport,"-8.03629970551, 31.606899261499997",1545,AF,MA,MA-MAR,Marrakech,GMMX,RAK,
GMMY,medium_airport,Kenitra Airport,"-6.595880031585693, 34.29890060424805",16,AF,MA,MA-KEN,,GMMY,NNA,
GMMZ,medium_airport,Ouarzazate Airport,"-6.909430027010001, 30.9391002655",3782,AF,MA,MA-OUA,Ouarzazate,GMMZ,OZZ,
GMQ,medium_airport,Golog Maqin Airport,"100.301144, 34.418066",12426,AS,CN,CN-63,Golog,,GMQ,
GMTA,medium_airport,Cherif Al Idrissi Airport,"-3.83951997756958, 35.177101135253906",95,AF,MA,MA-HOC,Al Hoceima,GMTA,AHU,
GMTN,medium_airport,Saniat R'mel Airport,"-5.320020198822, 35.594299316406",10,AF,MA,MA-TET,Tétouan,GMTN,TTU,
GMTT,medium_airport,Ibn Batouta Airport,"-5.91689014435, 35.726898193400004",62,AF,MA,MA-TNG,Tangier,GMTT,TNG,
GNU,small_airport,Goodnews Airport,"-161.57699585, 59.117401123",15,NA,US,US-AK,Goodnews,GNU,GNU,GNU
GOBD,large_airport,Diass-Thies Blaise Diagne International Airport,"-17.073333333, 14.67",290,AF,SN,SN-DK,Dakar,GOBD,DSS,
GOC,small_airport,Gora Airstrip,"148.2364, -9.0021",2497,OC,PG,PG-NPP,Gora,AYGX,GOC,GORA
GODK,small_airport,Kolda North Airport,"-14.968099594116211, 12.898500442504883",33,AF,SN,SN-KD,Kolda,GODK,KDA,GODK
GOGG,medium_airport,Ziguinchor Airport,"-16.281799, 12.5556",75,AF,SN,SN-ZG,Ziguinchor,GOGG,ZIG,
GOGS,medium_airport,Cap Skirring Airport,"-16.748, 12.39533",52,AF,SN,SN-ZG,Cap Skirring,GOGS,CSK,
GOOK,medium_airport,Kaolack Airport,"-16.051300048828125, 14.146900177001953",26,AF,SN,SN-FK,Kaolack,GOOK,KLC,
GOOY,large_airport,Léopold Sédar Senghor International Airport,"-17.49020004272461, 14.739700317382812",85,AF,SN,SN-DK,Dakar,GOOY,DKR,
GOSM,medium_airport,Ouro Sogui Airport,"-13.322799682617188, 15.593600273132324",85,AF,SN,SN-SL,Matam,GOSM,MAX,
GOSP,small_airport,Podor Airport,"-14.967000007629395, 16.683000564575195",20,AF,SN,SN-SL,Podor,GOSP,POD,
GOSR,small_airport,Richard Toll Airport,"-15.649999618530273, 16.433000564575195",20,AF,SN,SN-SL,Richard Toll,GOSR,RDT,
GOSS,medium_airport,Saint Louis Airport,"-16.463199615478516, 16.050800323486328",9,AF,SN,SN-SL,Saint Louis,GOSS,XLS,
GOTB,medium_airport,Bakel Airport,"-12.468299865722656, 14.847299575805664",98,AF,SN,SN-TC,Bakel,GOTB,BXE,
GOTK,medium_airport,Kédougou Airport,"-12.22029972076416, 12.57229995727539",584,AF,SN,SN-TC,Kédougou,GOTK,KGG,
GOTS,small_airport,Simenti Airport,"-13.29539966583252, 13.046799659729004",171,AF,SN,SN-TC,Simenti,GOTS,SMY,
GOTT,medium_airport,Tambacounda Airport,"-13.65310001373291, 13.736800193786621",161,AF,SN,SN-TC,Tambacounda,GOTT,TUD,
GQNA,small_airport,Aioun el Atrouss Airport,"-9.637880325317383, 16.711299896240234",951,AF,MR,MR-02,Aioun El Atrouss,GQNA,AEO,
GQNB,small_airport,Boutilimit Airport,"-14.682999610900879, 17.533000946044922",121,AF,MR,MR-06,Boutilimit,GQNB,OTL,
GQNC,small_airport,Tichitt Airport,"-9.517000198364258, 18.450000762939453",561,AF,MR,MR-09,Tichitt,GQNC,THI,
GQND,small_airport,Tidjikja Airport,"-11.423500061035156, 18.570100784301758",1363,AF,MR,MR-09,Tidjikja,GQND,TIY,
GQNE,small_airport,Abbaye Airport,"-14.200000762939453, 16.63331413269043",66,AF,MR,MR-05,Boghe,GQNE,BGH,
GQNF,small_airport,Kiffa Airport,"-11.406200408935547, 16.59000015258789",424,AF,MR,MR-03,Kiffa,GQNF,KFA,
GQNH,small_airport,Timbedra Airport,"-8.166999816894531, 16.232999801635742",692,AF,MR,MR-01,Timbedra,GQNH,TMD,
GQNI,small_airport,Néma Airport,"-7.3165998458862305, 16.621999740600586",751,AF,MR,MR-01,Néma,GQNI,EMN,
GQNJ,small_airport,Akjoujt Airport,"-14.383249282836914, 19.733016967773438",403,AF,MR,MR-12,Akjoujt,GQNJ,AJJ,
GQNK,small_airport,Kaédi Airport,"-13.507599830627441, 16.159500122070312",66,AF,MR,MR-04,Kaédi,GQNK,KED,
GQNL,small_airport,Letfotar Airport,"-12.5, 17.75",256,AF,MR,MR-05,Moudjeria,GQNL,MOM,
GQNO,large_airport,Nouakchott–Oumtounsy International Airport,"-15.9697222, 18.31",9,AF,MR,MR-NKC,Nouakchott,GQNO,NKC,
GQNS,small_airport,Sélibaby Airport,"-12.207300186157227, 15.179699897766113",219,AF,MR,MR-10,Sélibaby,GQNS,SEY,
GQNT,small_airport,Tamchakett Airport,"-10.817000389099121, 17.232999801635742",620,AF,MR,MR-02,Tamchakett,GQNT,THT,
GQPA,medium_airport,Atar International Airport,"-13.04319953918457, 20.506799697875977",734,AF,MR,MR-07,Atar,GQPA,ATR,
GQPF,small_airport,Fderik Airport,"-12.732999801635742, 22.66699981689453",961,AF,MR,MR-11,Fderik,GQPF,FGD,
GQPP,medium_airport,Nouadhibou International Airport,"-17.030000686645508, 20.9330997467041",24,AF,MR,MR-08,Nouadhibou,GQPP,NDB,
GQPZ,small_airport,Tazadit Airport,"-12.483599662780762, 22.756399154663086",1129,AF,MR,MR-11,Zouérate,GQPZ,OUZ,
GRC,small_airport,Grand Cess Airport,"-8.2076, 4.571",28,AF,LR,LR-GK,Grand Cess,,GRC,
GSZ,small_airport,Granite Mountain Air Station,"-161.2810059, 65.40209961",1313,NA,US,US-AK,Granite Mountain,PAGZ,GMT,GSZ
GT-0001,small_airport,Chiquimula Airport,"-89.520938, 14.83092",1484,NA,GT,GT-CQ,Chiquimula,MGCQ,CIQ,
GT-0002,small_airport,Dos Lagunas Airport,"-89.6884002686, 17.6124000549",1057,NA,GT,GT-PE,Dos Lagunas,MGDL,DON,
GT-0003,small_airport,El Naranjo Airport,"-90.817496, 14.106931",140,NA,GT,GT-ES,El Naranjo,,ENJ,
GT-0004,small_airport,Paso Caballos Airport,"-90.25630187990001, 17.2639007568",213,NA,GT,GT-PE,Paso Caballos,MGPC,PCG,
GT-0006,small_airport,El Petén Airport,"-89.6050033569336, 17.226388931274414",774,NA,GT,GT-PE,Tikal,,TKM,
GT-0007,small_airport,Uaxactun Airport,"-89.63274383539999, 17.3938884735",573,NA,GT,GT-PE,Uaxactun,MGUX,UAX,
GT-PKJ,small_airport,Playa Grande Airport,"-90.74169921880001, 15.997500419600001",577,NA,GT,GT-QC,Playa Grande,MGPG,PKJ,
GTZ,small_airport,Kirawira B Aerodrome,"34.225556, -2.160833",3970,AF,TZ,TZ-13,Grumeti Game Reserve,HTGR,GTZ,
